model,strategy,threshold,cost_bps,n_targets,avg_cum_return,avg_sharpe,avg_hit_rate,avg_active_rate,avg_mean_ret,avg_std_ret
knn,long_short,0.0005,5.0,15,-0.4276515142372459,-0.8875013201509285,0.42439562575941675,0.8657584447144593,-0.0006390936806415984,0.011610637463939474
knn,long_short,0.003,5.0,15,-0.31307233258464995,-0.8916108596003212,0.16986537059538273,0.3341966248143648,-0.00046822323499230256,0.007927354637712188
baseline_last,long_short,0.005,5.0,15,-0.3740250743491392,-1.0522957477716375,0.20896686917780477,0.42257604968273255,-0.000589379178007592,0.00932107264904872
knn,long_short,0.002,5.0,15,-0.3953703216005792,-1.0676879465859082,0.25005902524638857,0.5063840691238018,-0.0005914664315775948,0.009435802737829123
baseline_last,long_short,0.003,5.0,15,-0.4642251140593999,-1.246671706503178,0.2610046712569191,0.5400539489671932,-0.0007511931145965932,0.01013876462451837
baseline_last,long_short,0.002,5.0,15,-0.49963120055295857,-1.3398569608087054,0.29245875523153775,0.6079005265289591,-0.0008118143617663939,0.010527070449352567
ridge,long_short,0.0,5.0,15,-0.5690065328563331,-1.4178854078107177,0.46687852031861754,1.0,-0.000981537138677051,0.012210014337687652
ridge,long_short,0.0005,5.0,15,-0.5656127178393526,-1.4191004303268342,0.45504112326177937,0.9735552855407048,-0.0009749987746534059,0.01203866549992374
baseline_last,long_short,0.001,5.0,15,-0.5380899606654805,-1.4507050825543046,0.3187729985149183,0.6697527744025922,-0.0008702797779411344,0.010886273753873972
ridge,long_short,0.001,5.0,15,-0.5692436006382401,-1.4543833252457554,0.4428116106385851,0.9497808559470771,-0.0009914470388324608,0.011859690057771861
baseline_last,long_short,0.0005,5.0,15,-0.5576623415702388,-1.5563987194636115,0.3322283245578507,0.7047244498447415,-0.0009383626508008995,0.011021808009257693
ridge,long_short,0.003,5.0,15,-0.5762387816706525,-1.5683888536360342,0.39691221817199945,0.8510235722964763,-0.001020691163925009,0.011230219244738564
ridge,long_short,0.002,5.0,15,-0.5823450737177889,-1.5695866570000565,0.4182092075064129,0.8977408937491561,-0.0010352845416549785,0.011545773684966223
baseline_last,long_short,0.0,5.0,15,-0.5576251117808276,-1.5754532720462966,0.34516106385851225,0.7327663021466181,-0.0009564821896088655,0.011095682485440551
ridge,long_short,0.005,5.0,15,-0.5574194473118818,-1.5766345677100329,0.3548042662346429,0.7615058188200351,-0.0009797934476464677,0.010650541086853893
baseline_zero,long_short,0.0,5.0,15,0.0,,0.00801944106925881,0.0,0.0,0.0
baseline_zero,long_short,0.0005,5.0,15,0.0,,0.00801944106925881,0.0,0.0,0.0
baseline_zero,long_short,0.001,5.0,15,0.0,,0.00801944106925881,0.0,0.0,0.0
baseline_zero,long_short,0.002,5.0,15,0.0,,0.00801944106925881,0.0,0.0,0.0
baseline_zero,long_short,0.003,5.0,15,0.0,,0.00801944106925881,0.0,0.0,0.0
baseline_zero,long_short,0.005,5.0,15,0.0,,0.00801944106925881,0.0,0.0,0.0
